Код на општината;Име на општина;Скор на општината;Ранк на општината;Број на мажи;Број на жени;Вкупен планиран буџет на општината за 21;Вкупен реализиран буџет на општината за 21;Родови јазови;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Вработени лица;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Износ на месечна плата (нето);Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Износ на месечна пензија;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Учество во Советот на општината (советнички и советници);Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Градоначалнички мандати;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Регистрирани годишни вработувања во 2021;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Лица со високо образование;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Овозможувачки услови;Ранг;Оценка;Просек;Број;Популација;Стапка;label1 - ова е само кај мене за да направам место за следниве податоци;Ранг;Оценка;Просек;Број;Популација;Стапка;Згрижени деца во државни градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;** Моментален капацитет на градинките (во број на деца);Ранг;Оценка;Просек;Број;Популација;Стапка;label2;Ранг;Оценка;Просек;Број;Популација;Стапка;Државни детски градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;** Приватни детски градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;label3;Ранг;Оценка;Просек;Број;Популација;Стапка;Матични гинеколози;Ранг;Оценка;Просек;Број;Популација;Стапка;Родово одговорна општина;Ранг;Оценка;Просек;Број;Популација;Стапка;Kоординатор за еднакви можности;Ранг;Оценка;Просек;Број;Популација;Стапка;Комисија за еднакви можности;Ранг;Оценка;Просек;Број;Популација;Стапка;Годишен извештај поднесен до МТСП;Ранг;Оценка;Просек;Број;Популација;Стапка;Документ со посебни мерки за родова еднаквост;Ранг;Оценка;Просек;Број;Популација;Стапка;Трансформативност на планираните посебни мерки за родова еднаквост;Ранг;Оценка;Просек;Број;Популација;Стапка;label5;Ранг;Оценка;Просек;Број;Популација;Стапка;Назначени финансиски средства за реализација на родови програми;Ранг;Оценка;Просек;Број;Популација;Стапка;Потрошени финансиски средства за реализација на родови програми;Ранг;Оценка;Просек;Број;Популација;Стапка;Опис на општината
29,00;ЗЕЛЕНИКОВО;23;61;1740;1624;126075823;100778006;Родови јазови;31;72;62,33;-;-;-;Вработени лица;49;0,64;0,67;467;733;0,64;Износ на месечна плата (нето);62;0,86;0,89;21.498;24.977;0,86;Износ на месечна пензија;78;0,73;0,84;13.234;18.172;0,73;Учество во Советот на општината (советнички и советници);60;0,5;0,58;3;6;0,5;Градоначалнички мандати;63;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;1;1,95;0,86;265;136;1,95;Лица со високо образование;23;1,17;1,02;134;115;1,17;Овозможувачки услови;71;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;71;0;20,19;0;289;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;289;-;;;;;;;;Државни детски градинки;71;0;1,3;0;289;0;** Приватни детски градинки; -;-;-;-;289;-;;;;;;;;Матични гинеколози;71;0;0,13;0;1360;0;Родово одговорна општина;48;19,7;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;4,8%;3%;60.000;-;4,8%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
32,00;ЈЕГУНОВЦЕ;23;62;4515;4397;183895160;160945744;Родови јазови;55;52;62,33;-;-;-;Вработени лица;48;0,65;0,67;999;1543;0,65;Износ на месечна плата (нето);31;0,91;0,89;21.057;23.175;0,91;Износ на месечна пензија;66;0,8;0,84;12.599;15.703;0,8;Учество во Советот на општината (советнички и советници);27;0,67;0,58;6;9;0,67;Градоначалнички мандати;34;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;64;0,63;0,86;96;153;0,63;Лица со високо образование;58;0,91;1,02;348;381;0,91;Овозможувачки услови;55;10,91;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;55;5,64;20,19;35;621;5,64;** Моментален капацитет на градинките (во број на деца); -;-;-;40;621;-;;;;;;;;Државни детски градинки;19;1,61;1,3;1;621;1,61;** Приватни детски градинки; -;-;-;-;621;-;;;;;;;;Матични гинеколози;56;0;0,13;0;3719;0;Родово одговорна општина;49;19,52;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;3,3%;3%;60.000;-;3,3%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
55,00;ПЕТРОВЕЦ;22;63;4611;4536;236768609;278561260;Родови јазови;54;53;62,33;-;-;-;Вработени лица;46;0,66;0,67;1061;1603;0,66;Износ на месечна плата (нето);66;0,85;0,89;21.671;25.384;0,85;Износ на месечна пензија;62;0,81;0,84;13.254;16.285;0,81;Учество во Советот на општината (советнички и советници);65;0,38;0,58;3;8;0,38;Градоначалнички мандати;67;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;57;0,73;0,86;355;485;0,73;Лица со високо образование;6;1,34;1,02;292;218;1,34;Овозможувачки услови;37;27,22;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;48;15,45;20,19;129;835;15,45;** Моментален капацитет на градинките (во број на деца); -;-;-;146;835;-;;;;;;;;Државни детски градинки;27;1,2;1,3;1;835;1,2;** Приватни детски градинки; -;-;-;-;835;-;;;;;;;;Матични гинеколози;11;0,28;0,13;1;3612;0,28;Родово одговорна општина;77;0,5;27,4;;;;Kоординатор за еднакви можности;-;0;-;-;-;-;Комисија за еднакви можности;-;0;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;;3%;нема информација;-;;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
18,00;ГОСТИВАР;21;64;29403;30587;1136950000;1102033740;Родови јазови;49;59;62,33;-;-;-;Вработени лица;61;0,57;0,67;5647;9964;0,57;Износ на месечна плата (нето);40;0,9;0,89;22.798;25.404;0,9;Износ на месечна пензија;33;0,86;0,84;12.774;14.872;0,86;Учество во Советот на општината (советнички и советници);35;0,63;0,58;12;19;0,63;Градоначалнички мандати;42;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;32;0,9;0,86;1130;1259;0,9;Лица со високо образование;59;0,89;1,02;3793;4249;0,89;Овозможувачки услови;49;21,02;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;50;14,58;20,19;654;4485;14,58;** Моментален капацитет на градинките (во број на деца); -;-;-;707;4485;-;;;;;;;;Државни детски градинки;57;0,22;1,3;1;4485;0,22;** Приватни детски градинки; -;-;-;1;4485;-;;;;;;;;Матични гинеколози;18;0,24;0,13;6;25521;0,24;Родово одговорна општина;75;1,02;27,4;;;;Kоординатор за еднакви можности;-;0;-;-;-;-;Комисија за еднакви можности;-;0;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;;3%;нема информација;-;;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
71,00;ТЕАРЦЕ;19;65;8867;8866;215410034;197094219;Родови јазови;66;44;62,33;-;-;-;Вработени лица;66;0,48;0,67;1125;2332;0,48;Износ на месечна плата (нето);18;0,94;0,89;21.899;23.177;0,94;Износ на месечна пензија;65;0,8;0,84;11.737;14.683;0,8;Учество во Советот на општината (советнички и советници);74;0,27;0,58;4;15;0,27;Градоначалнички мандати;74;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;36;0,88;0,86;167;189;0,88;Лица со високо образование;60;0,88;1,02;1054;1202;0,88;Овозможувачки услови;75;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;75;0;20,19;0;1474;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;1474;-;;;;;;;;Државни детски градинки;75;0;1,3;0;1474;0;** Приватни детски градинки; -;-;-;с;1474;-;;;;;;;;Матични гинеколози;75;0;0,13;0;7338;0;Родово одговорна општина;44;25,5;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
57,00;ПЛАСНИЦА;18;66;2130;2112;52496465;38013769;Родови јазови;81;1;62,33;-;-;-;Вработени лица;81;0,15;0,67;82;550;0,15;Износ на месечна плата (нето);76;0,81;0,89;20.796;25.540;0,81;Износ на месечна пензија;54;0,83;0,84;9.439;11.354;0,83;Учество во Советот на општината (советнички и советници);80;0,13;0,58;1;8;0,13;Градоначалнички мандати;80;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;72;0,57;0,86;53;93;0,57;Лица со високо образование;80;0,31;1,02;27;86;0,31;Овозможувачки услови;80;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;80;0;20,19;0;301;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;301;-;;;;;;;;Државни детски градинки;80;0;1,3;0;301;0;** Приватни детски градинки; -;-;-;-;301;-;;;;;;;;Матични гинеколози;80;0;0,13;0;1736;0;Родово одговорна општина;9;44,79;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;3;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;5,7%;3%;30.000;-;5,7%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
64,00;САРАЈ;18;67;19389;18975;561028834;496315819;Родови јазови;72;38;62,33;-;-;-;Вработени лица;76;0,29;0,67;1647;5748;0,29;Износ на месечна плата (нето);43;0,9;0,89;22.239;24.681;0,9;Износ на месечна пензија;56;0,82;0,84;11.498;14.096;0,82;Учество во Советот на општината (советнички и советници);19;0,73;0,58;8;11;0,73;Градоначалнички мандати;27;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;76;0,55;0,86;442;803;0,55;Лица со високо образование;71;0,76;1,02;979;1295;0,76;Овозможувачки услови;58;7,04;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;58;3,5;20,19;159;4542;3,5;** Моментален капацитет на градинките (во број на деца); -;-;-;170;4542;-;;;;;;;;Државни детски градинки;58;0,22;1,3;1;4542;0,22;** Приватни детски градинки; -;-;-;-;4542;-;;;;;;;;Матични гинеколози;39;0,07;0,13;1;14343;0,07;Родово одговорна општина;62;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
21,00;ДЕБАРЦА;18;68;1888;1835;129766000;95170969;Родови јазови;46;60;62,33;-;-;-;Вработени лица;53;0,63;0,67;409;648;0,63;Износ на месечна плата (нето);55;0,87;0,89;20.460;23.600;0,87;Износ на месечна пензија;1;1,09;0,84;11.649;10.715;1,09;Учество во Советот на општината (советнички и советници);77;0,22;0,58;2;9;0,22;Градоначалнички мандати;77;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;79;0,5;0,86;52;104;0,5;Лица со високо образование;47;0,99;1,02;185;187;0,99;Овозможувачки услови;78;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;78;0;20,19;0;203;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;203;-;;;;;;;;Државни детски градинки;78;0;1,3;0;203;0;** Приватни детски градинки; -;-;-;-;203;-;;;;;;;;Матични гинеколози;78;0;0,13;0;1614;0;Родово одговорна општина;72;13;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
61,00;РАНКОВЦЕ;17;69;1829;1641;106911633;77827136;Родови јазови;60;46;62,33;-;-;-;Вработени лица;63;0,53;0,67;255;485;0,53;Износ на месечна плата (нето);73;0,83;0,89;19.430;23.294;0,83;Износ на месечна пензија;59;0,82;0,84;11.124;13.627;0,82;Учество во Советот на општината (советнички и советници);58;0,5;0,58;3;6;0,5;Градоначалнички мандати;61;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;46;0,81;0,86;61;75;0,81;Лица со високо образование;38;1,06;1,02;95;90;1,06;Овозможувачки услови;70;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;70;0;20,19;0;253;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;253;-;;;;;;;;Државни детски градинки;70;0;1,3;0;253;0;** Приватни детски градинки; -;-;-;-;253;-;;;;;;;;Матични гинеколози;70;0;0,13;0;1354;0;Родово одговорна општина;63;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
78,00;ЧУЧЕР - САНДЕВО;17;70;4736;4467;202149378;162023892;Родови јазови;62;46;62,33;-;-;-;Вработени лица;32;0,72;0,67;1362;1881;0,72;Износ на месечна плата (нето);65;0,85;0,89;21.636;25.340;0,85;Износ на месечна пензија;70;0,78;0,84;13.079;16.810;0,78;Учество во Советот на општината (советнички и советници);79;0,22;0,58;2;9;0,22;Градоначалнички мандати;79;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;74;0,55;0,86;166;304;0,55;Лица со високо образование;2;1,45;1,02;469;323;1,45;Овозможувачки услови;79;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;79;0;20,19;0;724;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;724;-;;;;;;;;Државни детски градинки;79;0;1,3;0;724;0;** Приватни детски градинки; -;-;-;-;724;-;;;;;;;;Матични гинеколози;79;0;0,13;0;3666;0;Родово одговорна општина;64;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
28,00;ЖЕЛИНО;17;71;9386;9637;323079077;276154308;Родови јазови;63;46;62,33;-;-;-;Вработени лица;79;0,22;0,67;433;1974;0,22;Износ на месечна плата (нето);6;0,98;0,89;21.213;21.729;0,98;Износ на месечна пензија;28;0,87;0,84;10.265;11.837;0,87;Учество во Советот на општината (советнички и советници);66;0,36;0,58;5;14;0,36;Градоначалнички мандати;68;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;35;0,88;0,86;465;527;0,88;Лица со високо образование;68;0,79;1,02;398;504;0,79;Овозможувачки услови;73;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;73;0;20,19;0;1894;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;1894;-;;;;;;;;Државни детски градинки;73;0;1,3;0;1894;0;** Приватни детски градинки; -;-;-;-;1894;-;;;;;;;;Матични гинеколози;73;0;0,13;0;7532;0;Родово одговорна општина;65;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
15,00;ВРАПЧИШТЕ;17;72;9755;10124;326194080;316971207;Родови јазови;73;35;62,33;-;-;-;Вработени лица;75;0,31;0,67;848;2749;0,31;Износ на месечна плата (нето);27;0,92;0,89;21.928;23.805;0,92;Износ на месечна пензија;47;0,83;0,84;10.584;12.744;0,83;Учество во Советот на општината (советнички и советници);69;0,36;0,58;5;14;0,36;Градоначалнички мандати;70;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;50;0,8;0,86;133;166;0,8;Лица со високо образование;75;0,68;1,02;663;978;0,68;Овозможувачки услови;59;5,83;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;57;3,79;20,19;61;1608;3,79;** Моментален капацитет на градинките (во број на деца); -;-;-;126;1608;-;;;;;;;;Државни детски градинки;37;0,62;1,3;1;1608;0,62;** Приватни детски градинки; -;-;-;-;1608;-;;;;;;;;Матични гинеколози;60;0;0,13;0;8307;0;Родово одговорна општина;66;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
46,00;ЛОЗОВО;17;73;1213;1060;84756917;69511463;Родови јазови;75;33;62,33;-;-;-;Вработени лица;65;0,52;0,67;254;485;0,52;Износ на месечна плата (нето);72;0,84;0,89;20.449;24.340;0,84;Износ на месечна пензија;53;0,83;0,84;11.599;14.021;0,83;Учество во Советот на општината (советнички и советници);57;0,5;0,58;3;6;0,5;Градоначалнички мандати;60;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;81;0,4;0,86;36;91;0,4;Лица со високо образование;66;0,82;1,02;62;76;0,82;Овозможувачки услови;69;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;69;0;20,19;0;171;0;** Моментален капацитет на градинките (во број на деца); -;-;-;39;171;-;;;;;;;;Државни детски градинки;69;0;1,3;0;171;0;** Приватни детски градинки; -;-;-;-;171;-;;;;;;;;Матични гинеколози;69;0;0,13;0;885;0;Родово одговорна општина;45;25,5;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;;3%;нема информација;-;;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
66,00;СОПИШТЕ;16;74;3421;3293;172991972;146762674;Родови јазови;48;59;62,33;-;-;-;Вработени лица;42;0,67;0,67;915;1369;0,67;Износ на месечна плата (нето);49;0,88;0,89;23.638;26.940;0,88;Износ на месечна пензија;77;0,74;0,84;15.169;20.433;0,74;Учество во Советот на општината (советнички и советници);44;0,57;0,58;4;7;0,57;Градоначалнички мандати;50;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;8;1,15;0,86;125;109;1,15;Лица со високо образование;27;1,15;1,02;472;409;1,15;Овозможувачки услови;56;10,23;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;56;4,74;20,19;30;633;4,74;** Моментален капацитет на градинките (во број на деца); -;-;-;51;633;-;;;;;;;;Државни детски градинки;20;1,58;1,3;1;633;1,58;** Приватни детски градинки; -;-;-;-;633;-;;;;;;;;Матични гинеколози;57;0;0,13;0;2656;0;Родово одговорна општина;78;0,5;27,4;;;;Kоординатор за еднакви можности;-;0;-;-;-;-;Комисија за еднакви можности;-;0;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;;3%;нема информација;-;;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
80,00;ШУТО ОРИЗАРИ;15;75;12935;12757;278415774;229563855;Родови јазови;74;34;62,33;-;-;-;Вработени лица;67;0,48;0,67;1582;3302;0,48;Износ на месечна плата (нето);69;0,85;0,89;18.449;21.782;0,85;Износ на месечна пензија;63;0,81;0,84;11.946;14.776;0,81;Учество во Советот на општината (советнички и советници);71;0,36;0,58;5;14;0,36;Градоначалнички мандати;72;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;58;0,73;0,86;213;291;0,73;Лица со високо образование;64;0,83;1,02;383;461;0,83;Овозможувачки услови;57;8,51;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;59;2,73;20,19;84;3082;2,73;** Моментален капацитет на градинките (во број на деца); -;-;-;160;3082;-;;;;;;;;Државни детски градинки;49;0,32;1,3;1;3082;0,32;** Приватни детски градинки; -;-;-;-;3082;-;;;;;;;;Матични гинеколози;37;0,11;0,13;1;9460;0,11;Родово одговорна општина;73;13;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
47,00;МАВРОВО И РОСТУШЕ;13;76;2496;2570;229139649;201641875;Родови јазови;78;10;62,33;-;-;-;Вработени лица;72;0,36;0,67;294;825;0,36;Износ на месечна плата (нето);79;0,74;0,89;21.396;29.070;0,74;Износ на месечна пензија;73;0,77;0,84;10.665;13.763;0,77;Учество во Советот на општината (советнички и советници);43;0,57;0,58;4;7;0,57;Градоначалнички мандати;49;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;78;0,53;0,86;126;238;0,53;Лица со високо образование;79;0,45;1,02;149;331;0,45;Овозможувачки услови;68;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;68;0;20,19;0;292;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;292;-;;;;;;;;Државни детски градинки;68;0;1,3;0;292;0;** Приватни детски градинки; -;-;-;-;292;-;;;;;;;;Матични гинеколози;68;0;0,13;0;2175;0;Родово одговорна општина;35;25,94;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;5,2%;3%;120.000;-;5,2%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
74,00;ЦЕНТАР ЖУПА;12;77;1851;1888;127618000;121771136;Родови јазови;80;9;62,33;-;-;-;Вработени лица;77;0,25;0,67;75;304;0,25;Износ на месечна плата (нето);57;0,87;0,89;21.596;24.880;0,87;Износ на месечна пензија;38;0,85;0,84;9.471;11.191;0,85;Учество во Советот на општината (советнички и советници);81;0,1;0,58;1;10;0,1;Градоначалнички мандати;81;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;69;0,6;0,86;53;88;0,6;Лица со високо образование;81;0,29;1,02;48;163;0,29;Овозможувачки услови;81;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;81;0;20,19;0;288;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;288;-;;;;;;;;Државни детски градинки;81;0;1,3;0;288;0;** Приватни детски градинки; -;-;-;-;288;-;;;;;;;;Матични гинеколози;81;0;0,13;0;1526;0;Родово одговорна општина;46;25,5;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
